pid,mji_cat,fav,label,primary_subject,secondary_subjects,link,link_2,desription,online_access,primary_lang,last_check,physical_loc,order,layout,collection,thumbnail,full
mji183,place_spec,,The Palestinian Museum Digital Archive,Palestine,,https://www.palarchive.org/,,"With archival records nearing about two hundred thousand digitized items dealing with a variety of historical and social axes, the Palestinian Museum Digital Archive illuminates over 200 years of the Palestinian narrative through photographs, artworks, audio recordings and documents that are threatened with damage and loss. The archive includes over 1,000 items relating to music, primarily photographic.",Full,EN,"October, 2023",,182,mji_item,music_history,/img/derivatives/simple/mji183/thumbnail.jpg,/img/derivatives/simple/mji183/fullwidth.jpg
mji184,soul_funk,,Chip Py Go-Go Collection,Go-Go,"Funk, Washington D.C.",https://digdc.dclibrary.org/islandora/object/dcplislandora%3A305086,,"1,900-plus images of concert performances by Chuck Brown, the 'Godfather of Go-Go', and other individuals and bands, including Rare Essence, Backyard Band, Familiar Faces, Suttle Thoughts, BE'LA DONA, and Da Mixx. The photographs were taken by Chip Py, personal photographer to Chuck Brown, between 2010 and 2020. The bulk of the collection dates from 2010-2014.",Full,EN,"October, 2023",Washington D.C.,183,mji_item,music_history,/img/derivatives/simple/mji184/thumbnail.jpg,/img/derivatives/simple/mji184/fullwidth.jpg
mji185,rec_music,,Women’s Liberation Music Archive,Recorded Music,Feminism,https://womensliberationmusicarchive.co.uk/,,"This project documents and celebrates the wealth and diversity of the feminist music-making of the 70s and 80s and demonstrates its importance in the political and social context of that era. Feminist bands, musicians and related projects are archived here in a collection of written and oral histories and memorabilia. This includes photographs, videos, recordings, gig lists, lyrics and musical scores, press clippings, flyers, posters, weblinks and manifestos that testify to the creativity of the Women’s Liberation Movement. The archive includes an alphabetical directory of artists.",Full,EN,"October, 2023",,184,mji_item,music_history,/img/derivatives/simple/mji185/thumbnail.jpg,/img/derivatives/simple/mji185/fullwidth.jpg
mji186,music_pub,,South African Rock Music Digest,Music Publications,"South Africa, Rock",http://www.sarockdigest.com/archives/index.html,,"The South African Rock Music Digest (or “The SA Rock Digest,” or simply “The Digest”) was a weekly, free subscription e-mag about South African rock and pop music published from 1999 to 2004. This archive collects all issues as stand alone HTML pages.",Full,EN,"October, 2023",,185,mji_item,music_history,/img/derivatives/simple/mji186/thumbnail.jpg,/img/derivatives/simple/mji186/fullwidth.jpg
mji187,place_spec,,SF Disco Preservation Society,San Francisco,Disco,https://sfdps.org/,,"The mission of the San Francisco Disco Preservation Society is to collect, restore, digitize, preserve, and present historic audio and video recordings pertaining to DJ and nightclub history in San Francisco and internationally, as well as educate, inform, and entertain the public and future generations through its archives, public events, screenings, and online access to its resources. The website includes an archive of audio recordings hosted via hearthis.at and subdivided by decades covering the 80s, 90s, and 00s. They also accept submissions and offer tape conversion services.",Full,EN,"October, 2023",,186,mji_item,music_history,/img/derivatives/simple/mji187/thumbnail.jpg,/img/derivatives/simple/mji187/fullwidth.jpg
mji188,rec_music,,Every Noise at Once,Recorded Music,"Music Data, Spotify",https://everynoise.com/,,"Every Noise at Once is an ongoing attempt at an algorithmically-generated, readability-adjusted scatter-plot of the musical genre-space, based on data tracked and analyzed for 5,880 genre-shaped distinctions by Spotify as of 2022-04-23. It also offers a research interface that links to data visualization of Spotify artist, release, and playlist pages, as well as various other data-driven breakdowns of genres including genres across years, genres across cities, and more.",Full,EN,"October, 2023",,187,mji_item,music_history,/img/derivatives/simple/mji188/thumbnail.jpg,/img/derivatives/simple/mji188/fullwidth.jpg
mji189,rec_music,Y,Spotify Playlist Archive,Recorded Music,"Music Data, Spotify",https://github.com/mackorone/spotify-playlist-archive,,"A github-based project that documents changes to Spotify playlists and archives snapshots of playlists so that tracks remain accessible even after changes. Runs with a daily script and offers current versions of playlists, historical versions featuring all songs ever added, and details of which songs were added or removed. Users can also add playlists to the archive via pull request.",Full,EN,"October, 2023",,188,mji_item,music_history,/img/derivatives/simple/mji189/thumbnail.jpg,/img/derivatives/simple/mji189/fullwidth.jpg
mji190,place_spec,,Eastbloc Sound Electronic Database,Eastern Europe,Electronic Music,https://docs.google.com/spreadsheets/u/2/d/1W3HL-pMRopmzDcgzzQVLsIkwJ80OzLNgEEtw_zxgQgQ/htmlview#,,"A Google spreadsheet detailing artists and labels based in Eastern European countries, setup in the wake of the war between Ukraine and Russia as a means to support and archive artists affected by the conflict.",Full,EN,"October, 2023",,189,mji_item,music_history,/img/derivatives/simple/mji190/thumbnail.jpg,/img/derivatives/simple/mji190/fullwidth.jpg
mji191,pop_music,,Timeline of African American Music,Popular Music,"African American Music, United States",https://timeline.carnegiehall.org/timeline,,"The Timeline of African American Music represents decades of scholarship conducted and led by Dr. Portia K. Maultsby, a pioneer in the study of African American music, as well as the contributions of numerous scholars. From the earliest folk traditions to present-day popular music, the timeline is a detailed view of the evolution of African American musical genres that span the past 400 years. This celebration of African American musical traditions reveals the unique characteristics of each genre and style, while also offering in-depth studies of pioneering musicians who created some of America’s most timeless artistic expressions. This interactive version of the timeline, hosted by Carnegie Hall, came about in the early 10s as an online education tool and has since been updated through grants to include multimedia stories, recordings, and images from the Rose Archives. The timeline also includes studies of events that have taken place at Carnegie Hall over the past 130 years.",Full,EN,"October, 2023",,190,mji_item,music_history,/img/derivatives/simple/mji191/thumbnail.jpg,/img/derivatives/simple/mji191/fullwidth.jpg
mji192,place_spec,,Egyptian Cassette Archive,Egypt,Cassette,https://www.instagram.com/Egyptiancassettearchive/,,"The Egyptian Cassette Archive is a research project by Amr Hamid aiming to archive, preserve and reconsider Egyptian cassette cover designs as well as shine a spotlight on designers. The project began in 2016 and is ongoing, with parts of the research currently available on Instagram.",Full,EN,"October, 2023",,191,mji_item,music_history,/img/derivatives/simple/mji192/thumbnail.jpg,/img/derivatives/simple/mji192/fullwidth.jpg
mji193,rec_music,,UW Ethnomusicology Archive,Recorded Music,Ethnomusicology,https://guides.lib.uw.edu/archives,,"UW's Eth­no­mu­si­col­ogy Archives has been col­lecting, stewarding, and sharing ethnographic recordings since 1962. The holdings include more than 50,000 items across sound, video, and film documenting international, national, and regional musics and related traditions. Their SoundCloud page features selections from their various collections, including folk music of Afghanistan, the Crocodile Café recordings, Seattle radio spots, and more.","Partial, Catalogue",EN,"October, 2023","Seattle, WA",192,mji_item,music_history,/img/derivatives/simple/mji193/thumbnail.jpg,/img/derivatives/simple/mji193/fullwidth.jpg
mji194,place_spec,,Chicago Black Social Culture Map,Chicago,,https://www.honeypotperformance.org/about-the-cbscm,,"A collaboration between Honey Pot Performance, the Modern Dance Music Research and Archiving Foundation, the Blackivists, and a team of local cultural historians and cultural producers, the Chicago Black Social Map exists to preserve Chicago's black social cultural lineage - past, present, and future - through an experience that is both fun and informative. The CBSCM archive includes information centered around social venues, including basic geo-spatial information, first-person stories, and supplemental media, all collected through collaborative community research. Drawing from blues, gospel, disco, and funk as well as dances such as bopping, stepping, and line dances, the archive explores an evolving embodied lineage of African American forms of making community and of cultural resistance.",Full,EN,"October, 2023","Chicago, IL",193,mji_item,music_history,/img/derivatives/simple/mji194/thumbnail.jpg,/img/derivatives/simple/mji194/fullwidth.jpg
mji195,electronic_music,,Dancecult,Electronic Music,,https://dj.dancecult.net/index.php/dancecult/issue/archive,https://dancecult-research.net/references/,"Dancecult: Journal of Electronic Dance Music Culture is a peer-reviewed, open-access, multi-platform e-journal for the study of electronic dance music culture published by the Dancecult Research Network (DRN), an interdisciplinary network of academics, scholars and students. The journal features peer-reviewed Feature Articles, From the Floor articles, book and film reviews, as well as conversations relevant to the field. Archives of the journal going back to 2009 are available in PDF and HTML, alongside a references list of books, academic publications, documentaries and more.",Full,EN,"October, 2023",,194,mji_item,music_history,/img/derivatives/simple/mji195/thumbnail.jpg,/img/derivatives/simple/mji195/fullwidth.jpg
mji196,electronic_music,,Alan R. Pearlman Foundation,Electronic Music,,https://alanrpearlmanfoundation.org/,,"The Alan R. Pearlman foundation celebrates the legacy of the engineer and musician best known as the founder of ARP Instruments. The website includes a small archive of videos, including Pearlman’s oral history interview from NAMM’s archive, the ARPeggio newsletter published by the company in the 70s as well as manuals for various ARP synthesizers, taken from the Internet Archive.",Full,EN,"October, 2023",,195,mji_item,music_history,/img/derivatives/simple/mji196/thumbnail.jpg,/img/derivatives/simple/mji196/fullwidth.jpg
mji197,electronic_music,,female:pressure,Electronic Music,Visual Arts,https://femalepressure.net/,,"Transnational online database of women*, AFAB, transgender, transfeminine, transmasculine, intersex [+gender optional], genderqueer, gender nonconforming, a-gender and/or non-binary DJs, musicians, composers, producers, visual artists, agents, journalists and researchers working in the realms of electronic music and visual arts. Founded in 1998 by Electric Indigo, it now includes 2,850 members from 85 countries and acts as a technological answer to the recurring assertions of an alleged lack of female artists in this field. female:pressure also operates a mailing list through which it produces FACTS surveys, a podcast, and various other projects.",Full,EN,"October, 2023",,196,mji_item,music_history,/img/derivatives/simple/mji197/thumbnail.jpg,/img/derivatives/simple/mji197/fullwidth.jpg
mji198,place_spec,,Music Austria Database,Austria,Jazz,https://db.musicaustria.at/,,"Free database operated by mica, an independent, non-profit association founded by the Austrian government. The music database features comprehensive entries on Austrian composers, performers, bands and ensembles or those living in Austria, as well as on musical works and organisations. The focus is on the areas of new music and jazz. The database currently includes over 50,000 works and 4,000 artists.",Full,AT,"October, 2023",,197,mji_item,music_history,/img/derivatives/simple/mji198/thumbnail.jpg,/img/derivatives/simple/mji198/fullwidth.jpg
mji199,electronic_music,,Raymond Scott Archives,Electronic Music,,https://www.raymondscott.net/,,"Online repository of information about the life and career of American composer Raymond Scott featuring videos, music, timelines, and features.",Full,EN,"October, 2023",,198,mji_item,music_history,/img/derivatives/simple/mji199/thumbnail.jpg,/img/derivatives/simple/mji199/fullwidth.jpg
mji200,electronic_music,,Flashback,Electronic Music,,https://www.acidhouseflashback.co.uk/,,"Oral histories of individuals who attended acid house parties in Blackburn between 1989 and 1991. The website presents the interviews as is (in text and audio), without any wider overview, editorial, or chronology, and also includes a gallery of photos, flyers, fanzines, and press from the time as well as a map of relevant places referenced in the interviews and material.",Full,EN,"October, 2023",,199,mji_item,music_history,/img/derivatives/simple/mji200/thumbnail.jpg,/img/derivatives/simple/mji200/fullwidth.jpg
mji201,place_spec,Y,Sound of Nairobi,Nairobi,Found Sounds,https://soundofnairobi.net/,,"An open-access digital archive of Nairobi’s soundscapes. The website employs sound as a material that can be archived, researched and explored as a source of information that can narrate the story of the city, now and in the future. The available sounds can be browsed as an archive or map and additional projects exploring the city and its relationship to sound are also available. Users can also submit recordings for inclusion.",Full,EN,"October, 2023",,200,mji_item,music_history,/img/derivatives/simple/mji201/thumbnail.jpg,/img/derivatives/simple/mji201/fullwidth.jpg
mji202,jazz,,Jazz History Database,Jazz,,https://www.jazzhistorydatabase.com/index.php,,"The Jazz History Database is a library of materials focused on the preservation and education of the history of jazz. The Database is a service of the Massachusetts Association for Jazz Educators and features biographies, audio interviews, and collections focused on artists and local scenes.",Full,EN,"October, 2023",,201,mji_item,music_history,/img/derivatives/simple/mji202/thumbnail.jpg,/img/derivatives/simple/mji202/fullwidth.jpg
mji203,pop_music,,Montreux Sounds,Popular Music,Montreux Jazz Festival,https://www.montreuxsounds.com/,,"A collection of over 5,000 performances from the Montreux Jazz Festival, inscribed in the UNESCO Memory of the World register. The website offers a complete database of concerts and various extracts from the archive on its YouTube page.","Partial, Catalogue",EN,"October, 2023",,202,mji_item,music_history,/img/derivatives/simple/mji203/thumbnail.jpg,/img/derivatives/simple/mji203/fullwidth.jpg
mji204,place_spec,,Chicago Music Forever,Chicago,,https://chicagoreader.com/chicago-music-forever/,,"A selection of 10 features from the Chicago Reader archives designed to capture some of the many histories that have shaped the city’s multifaceted music community over the past 150 years. In addition, the page contains an evolving selection from the Reader archives, which heavily favors material without an expiration date: oral histories, deep dives, memorial tributes, and obituaries.",Full,EN,"October, 2023",,203,mji_item,music_history,/img/derivatives/simple/mji204/thumbnail.jpg,/img/derivatives/simple/mji204/fullwidth.jpg
mji205,place_spec,,Mapa Sound System Brasil,Brazil,Sound Systems,https://mapasoundsystembrasil.com.br,,"Digital project mapping sound system culture in Brazil via a directory of sounds, selectors, singers, and producers. The site also includes a collection of written materials on Brasilian sound system culture as well as a Reggae Analytics project (currently still under construction). Users can register entries into the directory via the site.",Full,BR,"October, 2023",,204,mji_item,music_history,/img/derivatives/simple/mji205/thumbnail.jpg,/img/derivatives/simple/mji205/fullwidth.jpg
mji206,music_pub,,Go-set,Music Publications,"Australia, Popular Music",https://www.anddum.com/ozmusic/goset/gosetscolorscans/gosetindex.htm,,"Go-Set magazine was the first Australian pop music newspaper. It was published weekly from 2 February 1966 to 24 August 1974, and was founded in Melbourne by Phillip Frazer, Peter Raphael and Tony Schauble. It introduced the first national pop record charts and featured many notable contributors including fashion designer Prue Acton, journalist Lily Brett, rock writer / band manager Vince Lovegrove, music commentator Ian Meldrum, rock writer / music historian Ed Nimmervoll and radio DJ Stan Rofe. Frazer, in conjunction with Geoff Watson, founded and published Australian Rolling Stone in January 1971. The website makes available all editions of the magazine as PDFs.",Full,EN,"October, 2023",,205,mji_item,music_history,/img/derivatives/simple/mji206/thumbnail.jpg,/img/derivatives/simple/mji206/fullwidth.jpg
mji207,rec_music,,MP3.com Rescue Barge,Recorded Music,,https://archive.org/details/mp3-com-rescue-barge,,"Collection of over 400,000 tracks from MP3.COM (1997-2003) donated to the Internet Archive anonymously. The website was an early hosting space for unsigned bands and independent artists. Tracks are grouped into 35 different sets though they are not necessarily related.",Full,EN,"October, 2023",,206,mji_item,music_history,/img/derivatives/simple/mji207/thumbnail.jpg,/img/derivatives/simple/mji207/fullwidth.jpg
mji208,rec_music,,Live Music Archive,Recorded Music,Live Music,https://archive.org/details/etree,,"Community project between etree.org and the Internet Archive to provide high quality live concert recordings. All music in the collection is from artists “who have opted in and is strictly non-commercial.” Features over 200,000 recordings.",Full,EN,"October, 2023",,207,mji_item,music_history,/img/derivatives/simple/mji208/thumbnail.jpg,/img/derivatives/simple/mji208/fullwidth.jpg
mji209,classical,,Music by Black Composers,Classical,,https://www.musicbyblackcomposers.org/resources/,,"MBC seeks to inspire Black students by showing them that “they are an integral part of classical music’s past as well as its future” and to bring greater diversity to the world of classical music. It does this by making music by Black composers available to all, via sheet music collections, as well as offering various free resources including directories of living and historic Black composers, discography, and bibliography.","Catalogue, Purchase",EN,"October, 2023",,208,mji_item,music_history,/img/derivatives/simple/mji209/thumbnail.jpg,/img/derivatives/simple/mji209/fullwidth.jpg
mji210,electronic_music,,Blacktronika Archive,Electronic Music,,https://www.blacktronika.com/,,"Online archive of video interviews conducted by King Britt as part of his Blacktronika: Afrofuturism in Electronic Music course at the University of California, San Diego. The interviews include both conversations between guests and Britt as well as questions from students. The archive is planned for regular updates and currently includes 11 interviews with the likes of Santigold, Goldie, Hank Shocklee, Flying Lotus and others.",Full,EN,"October, 2023","San Diego, CA",209,mji_item,music_history,/img/derivatives/simple/mji210/thumbnail.jpg,/img/derivatives/simple/mji210/fullwidth.jpg
mji211,place_spec,,True Echoes,Oceania,Anthropology,https://www.true-echoes.com/,,"True Echoes is an academic research project that aims to reconnect early sound recordings from digitised wax cylinders held in the British Library Sound Archive with the communities from which they originate in Oceanic cultures. The recordings in the collection were made in Papua New Guinea, Solomon Islands, Vanuatu, New Caledonia and the Torres Strait Islands in Australia between 1898 and 1924 and contain early documentation of oral traditions as well as some of the earliest uses of sound in anthropological research. They include music, stories, speeches and many different types of songs; from hunting songs to hymns, lullabies to funeral dirges. The website includes access to the cylinder collections alongside historical context and modern participatory research with and within communities that showcases the legacies of the traditions captured in early wax cylinders.",Full,EN,"October, 2023","London, England",210,mji_item,music_history,/img/derivatives/simple/mji211/thumbnail.jpg,/img/derivatives/simple/mji211/fullwidth.jpg
mji212,place_spec,,Sounding Spirit,United States,Sacred Music,https://library.soundingspirit.org/,,"Sounding Spirit is a pilot digital library that brings together songbooks and hymnals published across the southern United States from 1850 to 1925, and which are historically underrepresented in archival holdings and scholarship. Taken from four partner archives, the songbooks demonstrate the variety of “form, content, and presentation in southern vernacular sacred publishing.” They also include different approaches to notation and showcase a variety of musical styles “from dispersed harmony fuging tunes and plain tunes of the shape-note repertoire, to antiphonal gospel, to classically inspired arrangements of African American spirituals, to words-only hymns in Muskokee sung in unison, to tunes in oral tradition shared among southern black and white congregations.” The website offers access to the texts via the Readux platform which enables browsing and annotation (the latter requires logging). Historical information and context for each songbook is also given. Annotations can be downloaded for external uses.",Full,EN,"October, 2023",,211,mji_item,music_history,/img/derivatives/simple/mji212/thumbnail.jpg,/img/derivatives/simple/mji212/fullwidth.jpg
mji213,rec_music,,Digital Resources For Musicology,Recorded Music,Musicology,https://drm.ccarh.org/,,"Online catalog linking to “substantial open-access projects of use to musicians and musicologists.” DRM is organized by topics – such as digitized manuscripts, music magazines, historical maps – and also includes two separate catalogs, ADAM and EVE, that cover older pre-internet projects and digital/hybrid editions.",Full,EN,"October, 2023",,212,mji_item,music_history,/img/derivatives/simple/mji213/thumbnail.jpg,/img/derivatives/simple/mji213/fullwidth.jpg
mji214,classical,,Classicalqueer,Classical,"Queer Culture, Canada",https://www.classicalqueer.com/,,"ClassicalQueer is “a project dedicated to accountability, visibility, and support for Queer+ performers, writers, musicians, administrators, and artists in Canada.” Founded by Jacob Edward Caines, it is intended as “a space for Queer+ classical musicians to tell their stories in their own words.” The archive includes interviews, in both podcast and text formats, as well as a database of Queer+ classical musicians in Canada.",Full,EN,"October, 2023",,213,mji_item,music_history,/img/derivatives/simple/mji214/thumbnail.jpg,/img/derivatives/simple/mji214/fullwidth.jpg
mji215,rec_music,,Musorepo,Recorded Music,"Music Data, Musicology",https://fourscoreandmore.org/musoRepo/,,"A directory of resources for computational musicology and Music Information Retrieval, with a focus on working with symbolic scores. All of the resources are free and open source/access, except where specified. Resources include datasets, software, encoded scores, teaching materials, research groups and more.",Full,EN,"October, 2023",,214,mji_item,music_history,/img/derivatives/simple/mji215/thumbnail.jpg,/img/derivatives/simple/mji215/fullwidth.jpg
mji216,punk_hard_met,,NJPP Archives,New Jersey,Punk,https://njpparchives.tumblr.com/,,"Fan-run archive dedicated to preserving artifacts from the New Jersey Pop Punk scene including audio, videos, and flyers. Website includes a directory of acts associated with the scene while audio is made available via SoundCloud.",Full,EN,"October, 2023",,215,mji_item,music_history,/img/derivatives/simple/mji216/thumbnail.jpg,/img/derivatives/simple/mji216/fullwidth.jpg
mji217,jazz,,Phil Schaap Jazz,Jazz,Radio,https://www.philschaapjazz.com/,,"Student-run archive dedicated to the radio broadcasts of the late Phil Schaap, a prominent radio figure and jazz scholar involved in both teaching and preservation since 1970. The site includes a selection of Schaap’s broadcasts classified under various categories including interviews, specials, and specific artists and styles. All broadcasts can be streamed and/or downloaded.",Full,EN,"October, 2023",,216,mji_item,music_history,/img/derivatives/simple/mji217/thumbnail.jpg,/img/derivatives/simple/mji217/fullwidth.jpg
mji218,music_pub,,East Village Eye,Music Publications,New York City,https://www.east-village-eye.com/,,"The East Village Eye was a monthly magazine dedicated to popular and avant-garde culture that ran from May 1979 to January 1987. Focused on the scenes emerging out of New York City, and in particular the East Village, the Eye included coverage of musical movements such as hip-hop and punk as well as visual arts, clubs and performance spaces, and fashion. Many artists and writers created pieces or wrote for the magazine, helping spread its notoriety both nationally and internationally. Following the acquisition of the magazine’s archives by the New York Public Library, all issues were made available for browsing via a dedicated website.",Full,EN,"October, 2023",,217,mji_item,music_history,/img/derivatives/simple/mji218/thumbnail.jpg,/img/derivatives/simple/mji218/fullwidth.jpg
mji219,place_spec,,Muziekarchief,Belgium,,http://muziekarchief.be/,,"Joint project of Kunstenpunt (formerly Muziekcentrum Vlaanderen), VRT and SIMIM/BEA (formerly IFPI-Belgium) that archives the past and present of Flemish music. The website includes information about more than 30,000 releases, 110,000 songs, and 22,000 artists. Where available search results include detailed release credits, band discographies, and links to the Kunstenpunt Muziek database. The Belgian Pop & Rock Archives, a fan-run website that was discontinued in the early 00s, includes some additional material specific to the scenes.",Full,NL,"October, 2023",,218,mji_item,music_history,/img/derivatives/simple/mji219/thumbnail.jpg,/img/derivatives/simple/mji219/fullwidth.jpg
mji220,place_spec,,Capital City Records,"Edmonton, Canada",,https://capitalcityrecords.ca/,,"Capital City Records is Edmonton Public Library's first digital public space, created to celebrate Edmonton’s local music scene and its history. The website features streamable music from local artists (downloadable with a library card) and its collection is being added to every year via calls for submission. Also included is a gig poster archive going back to the 70s as well as a section about legendary local artists and venues, videos, and playlists.",Full,EN,"October, 2023","Edmonton, Canada",219,mji_item,music_history,/img/derivatives/simple/mji220/thumbnail.jpg,/img/derivatives/simple/mji220/fullwidth.jpg
mji221,jazz,,Dig That Lick,Jazz,Music Data,http://dig-that-lick.eecs.qmul.ac.uk/,,"Academic research project focused on analysing large-scale data for melodic patterns in jazz performances, led by musicologists and computer scientists from the UK, USA, France, and Germany. Using jazz recordings as the basis for a corpus of data, the project sought to “develop innovative technological and music-analytical methods to gain fresh insight into jazz history.” The two primary results are a paper about licks in the literature of jazz research, a web interface for pattern search, and a pattern history explorer app (both based on a dataset of Weimar jazz).",Full,EN,"October, 2023",,220,mji_item,music_history,/img/derivatives/simple/mji221/thumbnail.jpg,/img/derivatives/simple/mji221/fullwidth.jpg
mji222,rec_music,,Black Gospel Music Preservation Program,Recorded Music,Gospel,https://digitalcollections-baylor.quartexcollections.com/digital-library-collections/the-black-gospel-music-restoration-project,,"The Black Gospel Music Preservation Program (BGMPP) aims to identify, acquire, preserve, record and catalogue the most at-risk music from the black gospel music tradition. It is centered around the Royce-Darden Collection, held at Baylor University, and primarily contains 78s, 45s, LPs, and the various tape formats issued in the United States and abroad between the 40s and the 80s. Additionally, any ephemera that may be of use to scholars – including PR photos and press packets, taped interviews, informal photographs, tour books and programs, newspaper and magazine clippings, and sheet music – is also acquired as it becomes available. A digital version of the collection, with around 9,000 items, is available featuring audio and images as well as metadata.",Full,EN,"October, 2023","Waco, TX",221,mji_item,music_history,/img/derivatives/simple/mji222/thumbnail.jpg,/img/derivatives/simple/mji222/fullwidth.jpg
mji223,music_pub,,Soul,Music Publications,Soul,https://www.soulpublications.co/,,"SOUL Newspaper was published between 1966 and 1982 by Ken and Regina Jones, a Los Angeles-based couple with music industry and journalism experience. The idea was for a publication that would report honestly about the people and happenings, and in particular Black artists, in what was becoming one of the most popular genres in America. It began as a local publication, working with radio station KGFJ, before expanding nationally and going on to feature many of the most famous artists of the era on its cover. Its run remains one of the most important record of the lives and stories of Black artists during the 60s and 70s, The website offers yearly or monthly subscriptions for access to the digital archives, featuring a digital reading interface, new issues added regularly, and audio recordings.","Partial, Subscription",EN,"October, 2023",,222,mji_item,music_history,/img/derivatives/simple/mji223/thumbnail.jpg,/img/derivatives/simple/mji223/fullwidth.jpg
mji224,classical,Y,Mae Mai,Classical,Postcolonialism,https://silpayamanant.wordpress.com/,,"Mae Mai is the research blog of Thai-American musician and educator Jon Silpayamanant, intended as a place to examine music and culture through a postcolonial lens. It features various sections dedicated to ongoing projects by Silpayamanant including a timeline of music notation (featuring over 700 entries), a timeline of early phonograph and sample manipulation, and research on slave orchestras and early black composers.",Full,EN,"October, 2023",,223,mji_item,music_history,/img/derivatives/simple/mji224/thumbnail.jpg,/img/derivatives/simple/mji224/fullwidth.jpg
mji225,experimental,,USC Optical Sound Effects Library,Sound Effects,Cinema,https://archive.org/details/usc-sound-effect-archive,,"Three collections that had previously been in the USC HMH Foundation Moving Image Archive, and which have been digitized and added to the Internet Archive by Craig Smith. The collections include the Gold & Red Libraries, high-quality, first generation copies of original nitrate optical sound effects from the 30s and 40s created for Hollywood studios, and the Sunset Editorial Library which contains classic effects from the 30s into the 80s.",Full,EN,"October, 2023","Los Angeles, CA",224,mji_item,music_history,/img/derivatives/simple/mji225/thumbnail.jpg,/img/derivatives/simple/mji225/fullwidth.jpg
mji226,music_ind,,Charles And Frankie Pace Collection,Music Industry,Gospel,https://digital.library.pitt.edu/collection/Charles-and-Frankie-Pace-Collection,,"This digital collection consists of items related to the composition and publication of gospel music taken from the husband-and-wife team of Charles and Frankie Pace, who ran one of the earliest and most successful independent Black gospel music publishing businesses between the 1930s and 1980s. Charles composed, arranged, and printed his own music which was sold via their store in Pittsburgh and distributed nationally to a network of Black-owned stores. They also founded the Pace Gospel Choral Union and combined music and activism. This collection features over 70 images and other materials that represent the first step in the printing process as well as songbooks, business items, and photographs.",Full,EN,"October, 2023","Pittsburgh, PA",225,mji_item,music_history,/img/derivatives/simple/mji226/thumbnail.jpg,/img/derivatives/simple/mji226/fullwidth.jpg
mji227,place_spec,,Sheffield Music Archive,"Sheffield, England","Rock, Popular Music",https://sheffieldmusicarchive.co.uk/,,"A volunteer-led archive dedicated to “the history of Sheffield Rock & Pop music.” The site features information about many of the bands that came out of the city, some famous, some not, alongside details of local venues and record shops as well as memorabilia like flyers, badges, and press material.",Full,EN,"October, 2023",,226,mji_item,music_history,/img/derivatives/simple/mji227/thumbnail.jpg,/img/derivatives/simple/mji227/fullwidth.jpg
mji228,country_folk,,David Evans Collection: Field Recordings,Blues,Field Recordings,https://egrove.olemiss.edu/evansd_fieldrec/,,"David Evans is a renowned musicologist specialising in blues as well as a musician and author, and currently professor emeritus at the University of Memphis. He has also produced over 50 albums of field and studio recordings for the University of Memphis’ High Water Records label. This collection, taken from tape reels and available for streaming from the University of Mississippi eGrove repository, features a selection of digitised recordings from Evans’ collection including interviews and performances recorded between 1969 and 1983 with artists such as Ranie Burnette, Junior Kimbrough, and Napoleon Strickland among others.",Full,EN,"October, 2023","Oxford, MS",227,mji_item,music_history,/img/derivatives/simple/mji228/thumbnail.jpg,/img/derivatives/simple/mji228/fullwidth.jpg
mji229,pop_music,,MoPOP's Online Collection Vault,Popular Music,"Hip-Hop, Rock",https://www.mopop.org//collection/,,"The Online Collection Vault offers the public a sampling of MoPOP’s (Museum of Popular Music, located in Seattle, WA) extensive physical collection, which includes over 80,000 objects including artworks, instruments, photographs, and oral histories. The Vault is intended as an educational resource and is constantly being updated with the goal to eventually have the entire collection online. Items can be searched for or browsed via curated collections by museum staff which currently includes the following themes: hip-hop, grunge, Jimi Hendrix, and guitars.",Full,EN,"October, 2023","Seattle, WA",228,mji_item,music_history,/img/derivatives/simple/mji229/thumbnail.jpg,/img/derivatives/simple/mji229/fullwidth.jpg
mji230,lgbtqia,,Gay And Lesbian Archive Of Mid-America,LGBTQIA+,Kansas City,https://libweb.umkc.edu/glama,,"The Gay and Lesbian Archive of Mid-America (GLAMA) collects, preserves, and makes accessible materials that reflect the histories of the LGBT communities of the Kansas City region. Its collections are held at the University of Missouri-Kansas City and are also partly available online. Among the available digital collections is the Linda Wilson Collection which relates to Wilson's affiliation with Willow Productions, a council of CrossCurrents Culture Unlimited, dedicated to bringing women musicians and entertainment to Kansas City and the region.  GLAMA’s digital holdings are primarily image-based.","Partial, Catalogue",EN,"October, 2023","Kansas City, MO",229,mji_item,music_history,/img/derivatives/simple/mji230/thumbnail.jpg,/img/derivatives/simple/mji230/fullwidth.jpg
mji231,rec_music,,The Great 78 Project,Recorded Music,78s,https://great78.archive.org/,,"The Great 78 Project is a community project for the preservation, research and discovery of 78rpm records. From about 1898 to the 50s, an estimated 3 million sides (~3 minute recordings) have been made on 78rpm discs. While the commercially viable recordings will have been restored or remastered onto LP or CD, there is still research value in the artifacts and usage evidence in the often rare 78rpm discs and recordings. Already, over 20 collections have been selected by the Internet Archive for physical and digital preservation and access. Started by many volunteer collectors, these new collections have been selected, digitized and preserved by the Internet Archive,  George Blood LP, and the Archive of Contemporary Music. Currently the project includes over 400,000 recordings.",Full,EN,"October, 2023",,230,mji_item,music_history,/img/derivatives/simple/mji231/thumbnail.jpg,/img/derivatives/simple/mji231/fullwidth.jpg
